utterance,speaker,context,context_speakers,show,sarcasm
"He probably got a new one. Finish your breakfast. Look, there's an entire section of my dashboard that doesn't have any syrup on it.",AMY,"[""It's nice they're getting exercise."", 'Although now that I think about it, Leonard would never go swimming in public without his swim shirt.', ""I'm sure he brought it."", 'No, but last year, at Magic Mountain, he got such a bad sunburn, we had to cut him out of it.', 'He probably got a new one. Finish your breakfast.']","['AMY', 'SHELDON', 'AMY', 'SHELDON', 'AMY']",BBT,False
And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,HOWARD,"[""You heard what he said about his parents. \nIt was the little things they kept bottled up. \nI don't want that to happen to us."", ""How can I convince you it won't?"", ""Well, is there anything about me you're keeping inside?"", ""I'm not answering that. \nIt's a trap."", ""So there<i> are</i> things you don't like.""]","['BERNADETTE', 'HOWARD', 'BERNADETTE', 'HOWARD', 'BERNADETTE']",BBT,True
"And I love that I work and do all the cleaning, and you're okay with that.",BERNADETTE,"[""And I love that you're strong and independent."", 'And yet, I still love when you hold a door for me.', ""I love that I'm kind of a slob around here, and...\nyou're okay with that."", 'Uh-huh.']","['HOWARD', 'BERNADETTE', 'HOWARD', 'BERNADETTE']",BBT,True
"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",SHELDON,"[""Wow. I don't know which hurts worse-- my nose or my heart."", ""Well, I'm done speaking to you."", ""Don't be like that. You two need to talk this out."", ""Yeah, 'cause you sound really funny."", ""Sheldon, I'm sorry I didn't tell you about the surgery, but you were worried about nothing.""]","['SHELDON', 'SHELDON', 'AMY', 'PENNY', 'LEONARD']",BBT,False
"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",BERNADETTE,"['I was not panicked, and I am not overly attached to Leonard.', 'You were so worried that you smashed your face trying to check on me.\nYou love me.', ""Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain."", ""Amy, you're a neuroscientist.\nCrack his skull open, spray some Raid in there.""]","['SHELDON', 'LEONARD', 'SHELDON', 'SHELDON']",BBT,True
I love that you're too good to pee in the kitchen sink.,HOWARD,"[""Yeah. Tell me those aren't the words of a man with a spider eating its way through his brain."", ""Amy, you're a neuroscientist.\nCrack his skull open, spray some Raid in there."", ""I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.""]","['SHELDON', 'SHELDON', 'BERNADETTE']",BBT,True
"So as they say, all good things must come to an end.",SHELDON,"['Who will stand between us and flag ignorance""""', 'I know I was thinking that.\nIs this a show on flags or mind reading?', 'But the truth is I can no longer balance a full-time career, a popular Internet show, and a girlfriend.', 'And he really does have one, you jerks on the comment board.']","['SHELDON', 'AMY', 'SHELDON', 'AMY']",BBT,False
Doesn't Professor Abbott's family want any of this stuff?,HOWARD,"[""You know, I thought cleaning out a dead professor's office was gonna just be boring, but then I found his dentures and realized it's also gross.""]",['RAJ'],BBT,False
"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",HOWARD,"[""Well, that's it."", ""That's the end of Roger Abbott."", ""And we still don't know who framed him."", 'I still keep thinking about how an entire life can seemingly amount to nothing.']","['LEONARD', 'LEONARD', 'RAJ', 'LEONARD']",BBT,False
"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",PENNY,"['Hey, how are things going with your parents?', 'Not great. They hired divorce attorneys.', 'You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk.']","['PENNY', 'RAJ', 'SHELDON']",BBT,True
Are you sure a dummy like me can handle something as complicated as a blanket?,HOWARD,"[""Okay. On the count of three, I'll shoot the fire extinguisher and get him airborne."", 'Howard, you wave the blanket and guide him towards the exit.', 'Raj, you hold open the curtain so he can fly out.']","['LEONARD', 'LEONARD', 'LEONARD']",BBT,True
"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",PENNY,"[""This isn't so bad."", ""That's easy for you to say. \nYour chair's not facing the lingerie section."", ""Boy, that's a lot of panties."", 'You guys comfy? This might take a while.', ""You know, I don't understand why women insist on making a big production out of buying clothes.""]","['LEONARD', 'SHELDON', 'SHELDON', 'AMY', 'SHELDON']",BBT,True
Is that why you had to take him to Office Depot last night?,PENNY,"[""See, I've got, uh, my tea is at the perfect sipping temperature."", 'Uh, I have fleece-lined boxer shorts to keep my tushie toasty.', 'And then, oh, last but not least, this inspirational cat poster, improved with the reassuring face of physics renegade Richard Feynman.']","['SHELDON', 'SHELDON', 'SHELDON']",BBT,False
"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",SHELDON,"[""If I were going to Hawaii, I'd spend all my time at the Keck Observatory.\nDid you know that the telescopes there have better resolution than the Hubble?"", 'Really?\nWant to go to Hawaii?', 'Ladies?\nLadies...\nLadies?', 'Come in.', 'Ladies.', ""What's up?""]","['AMY', 'PENNY', 'SHELDON', 'PENNY', 'SHELDON', 'PENNY']",BBT,False
"And how difficult it is to do when she's bloated, cranky and crampy?",SHELDON,"['What exactly do you think goes on here?', ""Well...\nconversations that you wouldn't be comfortable having in front of the opposite sex."", 'You know, who has the best cervix.', 'Which sanitary napkin is all the rage right now.', ""Men's buttocks, and how you want to pat and squeeze them."", ""We were talking about Penny's job.""]","['PENNY', 'SHELDON', 'SHELDON', 'SHELDON', 'SHELDON', 'BERNADETTE']",BBT,False
"I've, uh, created some other user accounts so I can post positive comments about their paper.",RAJ,"['Do you really want him to write back?', 'Yeah, I do. No matter how he responds, I am going to destroy him with a picture of a bored cat saying, ""Oh, really?""', 'Me-wow.']","['LEONARD', 'SHELDON', 'LEONARD']",BBT,False
The answer's in this puzzle box. Let's see if you can open it.,PENNY,"['Can you please just let it go?', 'Oh, I can help you with that.', ""Imagine you're holding an ordinary pen."", 'While your favorite pen is safe and secure in your pocket.', 'Hold that thought.', 'Hello?', 'How can I make this up to you?']","['BERNADETTE', 'SHELDON', 'SHELDON', 'SHELDON', 'HOWARD', 'HOWARD', 'AMY']",BBT,True
"No, Stuart picked out those throw pillows all on his own.",RAJ,"['Hold that thought.', 'Hello?', 'How can I make this up to you?', ""The answer's in this puzzle box. \nLet's see if you can open it."", 'You could have at least warned him about the furniture.', ""That's what I said when we moved it."", 'You helped him?!']","['HOWARD', 'HOWARD', 'AMY', 'PENNY', 'BERNADETTE', 'RAJ', 'BERNADETTE']",BBT,True
"Not much, but he seemed to be in a pretty good place.",RAJ,"[""Oh... then I choose a janitor.\n'Cause I'm about to throw up."", ""I'm in love.\nLet's do something else."", ""Ooh, uh, Emily gets off work soon.\nWhy don't the four of us go out?"", 'Okay. Sounds good.', 'Should we call Howard and Bernadette?', ""I don't know what time their plane gets in, but let me, let me shoot them a text."", 'Did he say anything about the funeral?']","['AMY', 'LEONARD', 'RAJ', 'AMY', 'LEONARD', 'RAJ', 'AMY']",BBT,False
"I don't know, perhaps somebody took it off the carousel by mistake?",PERSON,"['Mr. and Mrs. Wolowitz?', 'As far as I can tell, your bag arrived in Los Angeles.', 'So, where is it?']","['PERSON', 'PERSON', 'BERNADETTE']",BBT,False
This is why I've been saying we should keep champagne on ice.,PENNY,"['we decided that the time was right to take a step forward.', 'Okay.', 'Do you want to say it?', ""Let's say it together."", ""We're getting a turtle!""]","['AMY', 'LEONARD', 'SHELDON', 'AMY', 'SHELDON']",BBT,True
"Yeah, turns out half a dozen menorahs really sets a mood.",PERSON,"['Glad you guys could make it.', 'Of course.', 'Wow, it looks really pretty in here.']","['PERSON', 'LEONARD', 'PENNY']",BBT,True
"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",BERNADETTE,"['Hi. Hello.', 'Oh, and a special hello to Leonard, who needs to be mentioned by name.', 'Subtle.', 'But you got it, right?', 'Hey, guys.', 'Hey. Hi. Hello.', ""I just want everyone to know, uh, tonight's not a sad occasion.""]","['SHELDON', 'SHELDON', 'LEONARD', 'SHELDON', 'HOWARD', 'PENNY', 'HOWARD']",BBT,False
"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",SHELDON,"[""I don't believe it matters what the topic is."", ""What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. \nIt's all about the execution."", ""Of course you'd focus on that rather than the inspiration."", ""Uh, new salon topic.\nWhat's more important, an idea or its execution?"", ""Oh, that's fun.""]","['SHELDON', 'SHELDON', 'LEONARD', 'LEONARD', 'BERNADETTE']",BBT,True
It's why my people wandered the desert for 40 years. Took that long to walk it off.,HOWARD,"[""I don't think I've eaten that much in my entire life.""]",['PENNY'],BBT,True
"All right, Amy's in charge of pricing and being 75.",HOWARD,"[""So, I put stickers on everything we're gonna sell.\nWe just need help taking it all out to the driveway."", ""Can I be in charge of pricing?\nI've been going to garage sales my whole life."", 'Can you believe I got these pantyhose for a nickel?']","['BERNADETTE', 'AMY', 'AMY']",BBT,True
"And if I had a friend, they might have told me that.",AMY,"[""All right, Amy's in charge of pricing and being 75."", 'Hey, Penny, can you give me a hand with this?', 'Sure. Aw, we had one of these growing up. I used to play all the time.', 'Oh, yeah? I love Ping-Pong.', 'Oh, I meant beer pong.', ""I had a table, too, but I didn't have any friends, so all I did was serve."", 'You know, you can leave one side up and play against it.']","['HOWARD', 'RAJ', 'PENNY', 'RAJ', 'PENNY', 'AMY', 'BERNADETTE']",BBT,False
Then buckle up; you're in for a cranky night.,SHELDON,"[""It's not like I was invited to Richard Feynman's house and have anything better to do."", ""Is this how the rest of the night's going to be?"", ""I don't know the future."", ""Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it?"", 'No, Sheldon.']","['SHELDON', 'AMY', 'SHELDON', 'SHELDON', 'AMY']",BBT,False
"Oh, just put it in your mouth and pop it like a zit.",HOWARD,"[""What's going on in here?"", 'I am making molecular cocktails. This sphere is actually a cosmopolitan.', 'How do you drink it?']","['BERNADETTE', 'HOWARD', 'BERNADETTE']",BBT,False
"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",LEONARD,"[""Leonard, what time does your mom's plane get in?"", ""I don't know-- some time tomorrow morning."", ""Don't you want to know for sure?""]","['PENNY', 'LEONARD', 'PENNY']",BBT,True
"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",PERSON,"[""I don't want to rush you, but I'm closing a little early tonight."", 'Ooh. Hot date?']","['PERSON', 'RAJ']",BBT,False
"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",RAJ,"[""Okay. Well, then it's settled: small indoor church wedding, black-tie, no butterflies."", 'Sounds perfect. Great.', ""You still didn't pick a date."", 'Stay out of it! Shut up!']","['LEONARD', 'PENNY', 'SHELDON', 'PENNY']",BBT,False
"Wow, there's a Denny's in Vegas you can actually get married in.",PENNY,"[""Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back."", 'You were saying?', ""Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you."", ""End things? I'm trying to tell you that I love you."", 'Happy birthday to you.', ""Wow, there's a Denny's in Vegas you can actually get married in.""]","['PERSON1', 'PERSON1', 'PERSON2', 'RAJ', 'HOWARD', 'PERSON1']",BBT,False
"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",CHANDLER,"['Hey who is this Casey?', 'Oh some guy she met in the movies', 'Oh really? What does he want with her?']","['ROSS', 'PHOEBE', 'ROSS']",FRIENDS,True
You have to stop the Q-Tip when there is resistance,CHANDLER,"[""My family's been going to him forever. He did my first suit when I was 15. No wait 16. Excuse me, 15 ...  Alright when was 1990?""]",['JOEY'],FRIENDS,True
"Joey if I go first, I want to be looking for my keys",CHANDLER,"['When their pets pass on, they want them sort of laid out like they are sleeping. But, occassionally theres a person who wants them in a pose like chasing their tail or uh, jumping to catch a frizbee.']",['PERSON'],FRIENDS,True
Yes yes it is! In Prison!!,ROSS,"['Your tailor, is a very bad man.', 'Frankie what are you talking about?', 'Hey, whats going on?', ""Joey' trailer took advantage of me"", 'No way, I have been going to the guy for twelve years', ""Oh c'mon, he said he was gonna do my inseam, then he ran his hand, up my leg and then there was definite"", 'What?', 'Cupping.', ""That's how they do pants. First they go up they move it over, then they go up the other side and move it back, then they do the rear. What? Ross will you tell them? Isn't that how a tailor measures ?""]","['CHANDLER', 'JOEY', 'ROSS', 'CHANDLER', 'JOEY', 'CHANDLER', 'ROSS', 'CHANDLER', 'JOEY']",FRIENDS,True
"Uh, so how many cameras are actually on you.",CHANDLER,"[""Where's Monica?"", 'Over here Dad', 'How to you zoom out? There she is', 'Some girl ate Monica', 'Shut up, the camera adds 10 pounds.']","['PERSON1', 'MONICA', 'PERSON2', 'JOEY', 'MONICA']",FRIENDS,True
But younger than some buildings!,CHANDLER,"[""I know Richard's really nice and everything, it's just that we don't know him really well you know, plus he is old  ...  er than some people.""]",['CHANDLER'],FRIENDS,True
"And then and then you clicked it again, she's dressed. She is a business woman, she is walking down the street and oh oh oh she's naked.",CHANDLER,"[""Did you have fun at the bachelor's party last night?"", 'Oh yeah, look what I got, she is fully dressed right. And then you click it and oh oh she naked.']","['RACHEL', 'CHANDLER']",FRIENDS,False
Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,CHANDLER,"[""I am not divorced yet. Chandler, you know you just invited me over here for pasta and all of a sudden you are talking about moving in together. I wasn't even that hungry. Its getting really late and I should just umm.""]",['PERSON'],FRIENDS,False
Sounds like she has got the whole package!,MONICA,"['How was your date with Ginger.', 'Great. It was great. She is , uh, she is great, great looking, great personality, she is greatness']","['MONICA', 'CHANDLER']",FRIENDS,True
Yeah either that or gloria estefan was right eventually the rhythm is going to get you,CHANDLER,"['Oh Mommy, Oh Daddy, I am a big ol Baddy.', 'I guess he must have gotten the part in the play.']","['JOEY', 'ROSS']",FRIENDS,True
I'd miss you if I broke up with you. Just trying to be supportive.,CHANDLER,"['So Rachel called, wants to see me. Going over in a minute.', 'Wow, what do you think she wants?', 'Well, maybe the crazy fog has lifted and she realizes that life without me a sucks.', 'Its possible, you are very lovable.']","['ROSS', 'JOEY', 'ROSS', 'CHANDLER']",FRIENDS,False
"Oh, uh, no thanks. I just had an M&M.",CHANDLER,"['Hey, you guys the water is great. You should really go in!']",['PERSON'],FRIENDS,True
"Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",CHANDLER,"['Saucy.', ""I'll be back in two minutes."", 'You are going to leave me like this', ""Knowing you are here, waiting for me, it is kind of exciting isn't it?""]","['CHANDLER', 'PERSON', 'CHANDLER', 'PERSON']",FRIENDS,True
You can't do anything.,JOEY,"['Pickin up wedding dresses. Wapah.', 'Whats wapah', 'You now, whipped. Wapah', ""That's not whipped"", ""That's what I did, wapah.""]","['CHANDLER', 'ROSS', 'CHANDLER', 'JOEY', 'CHANDLER']",FRIENDS,False
I'll catch you guys later.,CHANDLER,"[""Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch."", ""Oh she doesn't come here anymore. You can find her up on 10th."", 'Okay great.']","['CHANDLER', 'PERSON', 'CHANDLER']",FRIENDS,False
Really?,MONICA,['Honey the Miami vice sound track?'],['MONICA'],FRIENDS,False
"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",CHANDLER,['After the party I saw Rachel kissing that jerk from her office out on your balcony.'],['ROSS'],FRIENDS,True
"Oh my god, you almost gave me a heart attack!",CHANDLER,"['Okay, I am officially unpacked. Thanks for helping me man. Joey?']",['CHANDLER'],FRIENDS,True
Janice? Janice?,CHANDLER,['Will you get me a white zinfandel and glass of red for Janice.'],['PERSON'],FRIENDS,True
"I am sorry, it was a one time thing. I was very drunk and it was someone else's subconscious",CHANDLER,"['You and I were, uh', 'doing it on this table', 'You okay there?', ""I can't belive you two had sex in her dream.""]","['RACHEL', 'PHOEBE', 'CHANDLER', 'ROSS']",FRIENDS,True
"And sometimes I would want you to steal third, and I'll go like this.",CHANDLER,"[""And sometimes I may be away longer, like this. But I'll still always come back, like this.""]",['ROSS'],FRIENDS,True
Crazy bitch!,CHANDLER,['Well the tough thing is she really wants to have sex with me.'],['JOEY'],FRIENDS,True
"Yes, the doctor's say if they remove it, he will die!",CHANDLER,"[""This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!"", 'Oh its Dr. Suse.', 'That book got me through some tough times', 'There is a little child inside this man.']","['RACHEL', 'PHOEBE', 'JOEY', 'PERSON']",FRIENDS,True
And I just won a million dollars!,CHANDLER,"[""I don't want to be single. I just, I just want to be married again.""]",['ROSS'],FRIENDS,False
You sure he is going to be able to crack that code?,CHANDLER,"['Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.']",['CHANDLER'],FRIENDS,True
"These people find out that a spelling game is going over there, there will be nobody left at our party.",CHANDLER,['Could guys please try to keep It down? We are trying to start a tournament.'],['MONICA'],FRIENDS,True
"Oh, wait a minute, I have no one.",CHANDLER,"['Hi.', ""What's the matter with you?"", 'Mean guys at the coffee house took my hat', 'You kidding', ""It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.""]","['ROSS', 'RACHEL', 'CHANDLER', 'JOEY', 'ROSS']",FRIENDS,True
Actually I yesterday I was smoking again. Today I am smoking still.,CHANDLER,"['Boy do I feel bad', 'very bad.', 'Chandler what are you doing?', 'Chandler?']","['PHOEBE', 'MONICA', 'PHOEBE', 'MONICA']",FRIENDS,True
"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.",CHANDLER,"[""Damn, tail pipe's not hot enough to light this."", 'Relax ok? I can get this open, anybody got a coat hangar?']","['CHANDLER', 'JOEY']",FRIENDS,True
"I thought if I littered, that crying Indian might come by and save us.",CHANDLER,"['Chandler, what are you doing? There is a trash can right there!']",['RACHEL'],FRIENDS,True
Huh! Whats dufus speled backwards?,MONICA,"['Okay done', 'Whats pleh?', 'ThatÕs Help spelled backwards so that helicopters can read it from the air.']","['JOEY', 'MONICA', 'JOEY']",FRIENDS,True
"Oh no, now its not gonna make any sense",CHANDLER,"['Oh Oh car car.', 'Its Ross on one of his drives', 'What is he doing here?', 'He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.']","['RACHEL', 'PHOEBE', 'RACHEL', 'ROSS']",FRIENDS,True
"Nope, that patch is no good.",CHANDLER,"['Okay thatÕs like the least fun game ever.', 'Well I am really sick of your smoking. So I brought something that is going to help you quit.']","['CHANDLER', 'RACHEL']",FRIENDS,True
"If that doesn't keep kids in school, what will?",CHANDLER,"[""Two week straight and she hasn't smoked since."", 'So how did you guys meet?', ""Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class."", 'And he was my best student.', 'Yes she was my best teacher.']","['RACHEL', 'MONICA', 'PERSON1', 'PERSON2', 'PERSON1']",FRIENDS,True
"Hey, my father's house does that.",CHANDLER,"['And! And!', 'Ah!']","['PHOEBE', 'RACHEL']",FRIENDS,False
Were you so late because you were burying this woman?,CHANDLER,['Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.'],['ROSS'],FRIENDS,True
I am so confused as to what we have been doing so far.,CHANDLER,"['Thirty seconds all the questions we can answer', 'You guys are dead, I am so good in lightning rounds.', 'I majored in lightning rounds, alright! We are gonna destroy you!', 'Wanna bet?']","['ROSS', 'MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
A tshirt that says - I don't belong here.,CHANDLER,"[""Hey guys, what should I wear to a Nick's game?""]",['MONICA'],FRIENDS,True
"Oh Oh, I am convinced!",CHANDLER,"['What if you could keep the apartment and get the tickets.', 'Done', 'Let me finish, talking about a bet, winner takes all', 'We could end up with nothing.', 'Or you could end up with everything', 'I like that!', 'So what do you say?', 'No', 'Just do it!']","['RACHEL', 'JOEY', 'RACHEL', 'JOEY', 'PHOEBE', 'JOEY', 'MONICA', 'CHANDLER', 'MONICA']",FRIENDS,True
Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,CHANDLER,"['The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring.']",['JOEY'],FRIENDS,False
"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",CHANDLER,"['Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.']",['ROSS'],FRIENDS,True
And the bunny got away!,CHANDLER,"['Look out! You almost crushed my hat', 'Sorry']","['JOEY', 'ROSS']",FRIENDS,True
And you are gonna make them all disappear.,CHANDLER,"['This would be the place where you explain the hat', 'Oh, Okay. This is called the top hat?', 'And why are you wearing this? Is it top hat?', ""Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.""]","['ROSS', 'JOEY', 'ROSS', 'JOEY']",FRIENDS,True
"Wow you look just like your son, Mrs. Tribbiani",CHANDLER,['[Laughs]'],['PERSON'],FRIENDS,True
Your makeup?,ROSS,"[""Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.""]",['JOEY'],FRIENDS,True
I'm sorry man there is never a good time to have to .. Stop catching on fire.,CHANDLER,"[""When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?""]",['JOEY'],FRIENDS,True
Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,CHANDLER,"[""Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.""]",['JOEY'],FRIENDS,True
"See now that I see crying over, but Bambi, is a cartoon.",CHANDLER,"['You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.']",['PHOEBE'],FRIENDS,True
"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.",CHANDLER,"['I am sorry, why did Phoebe and Mike breakup?']",['PERSON'],FRIENDS,False
"Oh hurry up, I want to sign that.",CHANDLER,"['But that reminds me, sign this.', 'What is it?', ""Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.""]","['PERSON', 'ROSS', 'PERSON']",FRIENDS,True
"Nice jon Joe, you are quite the craftsman!",CHANDLER,"['What are you doing?', 'Key is stuck in the lock.', 'I could fix it hold on hold on, watch out watch out.', ""It still doesn't work!"", 'I am not finished.']","['JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY']",FRIENDS,True
Well thank God your livelihood doesn't depend on it.,CHANDLER,"['Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks', ""I don't know Chandler, I am not so good with remembering lines.""]","['CHANDLER', 'JOEY']",FRIENDS,True
Oh I left them in my bulldozer .. I don't have tools!,CHANDLER,"['It isnt working', 'We have to unscrew the chain', ""Hurry, I can't feel my ears"", 'Can you ever feel your ears?', 'Interesting']","['JOEY', 'MONICA', 'JOEY', 'CHANDLER', 'JOEY']",FRIENDS,True
"We were wondering what was taking so long with the gift, but now we understand you were doing this.",CHANDLER,"['Quack quack, quack quack, quack quack.']",['JOEY'],FRIENDS,True
Oh tons. I am quite the woodsman.,CHANDLER,"['Okay, lets find these birds.', 'Wait wait, you hear that? There are in the table?', ""That can't be good"", 'We have to get them out of there', 'how?', 'Maybe we can lure them out, you know of any bird calls?']","['CHANDLER', 'JOEY', 'CHANDLER', 'JOEY', 'CHANDLER', 'JOEY']",FRIENDS,True
If only there was something in your head to control the things you say.,CHANDLER,"['Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.']",['JOEY'],FRIENDS,True
"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",CHANDLER,"['So uh, does it do anything uh special?']",['ROSS'],FRIENDS,True
"I am sorry, we donÕt have your sheep.",CHANDLER,['Hey'],['RACHEL'],FRIENDS,True
"No, rabies.",CHANDLER,"['What what?', 'Hey, shaving?']","['CHANDLER', 'JOEY']",FRIENDS,True
Was that place the sun?,CHANDLER,"['Hold on, there is something different.', 'I went to their tanning place your wife suggested.']","['CHANDLER', 'ROSS']",FRIENDS,True
Maybe he was nervous.,CHANDLER,"[""Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.""]",['ROSS'],FRIENDS,True
"No you are not Chandler, we still love you Chandler",CHANDLER,"[""Okay you are right, I am in love with Joey's girlfriend."", 'What? How is that possible? You barely know her.', ""I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.""]","['CHANDLER', 'PHOEBE', 'CHANDLER']",FRIENDS,True
We got a box.,JOEY,"[""When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around!"", 'Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down.']","['JOEY', 'CHANDLER']",FRIENDS,False
I was saying the actual words,CHANDLER,"[""Well cathy's last boyfriend was Joey."", ""And you're afraid you wont be able to fill his shoes""]","['CHANDLER', 'ROSS']",FRIENDS,True
His legs flail about as if independent from his body,CHANDLER,"['According to Chandler, what phenomenon scares the bejesus out of him?', 'Michael flatly lord of the dance', 'That is correct!', 'The Irish gig guy?']","['ROSS', 'MONICA', 'ROSS', 'JOEY']",FRIENDS,False
"Yes you can. You're thinking about time, you can't go back in time.",CHANDLER,"['You know what I knew something like this is gonna happen', ""What are you doing? Chandler, you can't just go back a phase""]","['CHANDLER', 'MONICA']",FRIENDS,False
Did I wake you?,CHANDLER,['Are you kidding me? Joey Joey Joey Joey!'],['CHANDLER'],FRIENDS,True
Great! Now we can do laundry all night. All night laundry!,CHANDLER,"['Actually, I was gonna do some laundry. Chandler, do you wanna do it with me?', 'Sure I will do it with you', ""You don't mind do you, that would really help me a lot Thanks."", ""I don't think I have enough quarters"", 'I have quarters!']","['MONICA', 'CHANDLER', 'RACHEL', 'MONICA', 'PHOEBE']",FRIENDS,True
"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",CHANDLER,"[""That's a good one. Mine is to pilot a commercial jet.""]",['PHOEBE'],FRIENDS,True
"You know some might find it amusing, I myself find it regular.",CHANDLER,['What an interesting approach to guitar instruction.'],['CHANDLER'],FRIENDS,True
"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.",CHANDLER,"[""I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!""]",['CHANDLER'],FRIENDS,True
"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",CHANDLER,"['How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too.', ""Okay, I think its time to change somebody's nicotine patch.""]","['CHANDLER', 'ROSS']",FRIENDS,True
It was an accident. Not like I was across the street with a telescope and a box of donuts.,CHANDLER,"['Still upset because I saw her boobies.', 'Well what? What were you doing seeing her boobies?']","['CHANDLER', 'ROSS']",FRIENDS,True
"Hey, that's Joincidence with a C",CHANDLER,['You know what I just realized? Joker is poker with a J. Coincidence?'],['PHOEBE'],FRIENDS,True
"The Jamestown colony of Virginia. You see King George is giving us the land, so.",CHANDLER,"['Rach rach, we gotta settle', 'Settle what?']","['CHANDLER', 'RACHEL']",FRIENDS,True
